HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3RANCT1ZVGOABA45EIUBLAPDRULUBK,AKHH4W14A6AN9,Approved,Tue Apr 06 11:58:01 PDT 2021,Tue Apr 06 13:27:28 PDT 2021,Thu Apr 08 13:27:28 PDT 2021,Thu Apr 08 13:27:58 PDT 2021,,,5367,100% (1/1),100% (1/1),100% (1/1),6358,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3RWE2M8QWIHWWXHMJ1L0NY10SUW0ND,A1L1SQ488YCCFJ,Approved,Tue Apr 06 11:58:54 PDT 2021,Wed Apr 07 09:30:34 PDT 2021,Fri Apr 09 09:30:34 PDT 2021,Fri Apr 09 09:31:12 PDT 2021,,,77500,100% (1/1),100% (1/1),100% (1/1),2980,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3TS1AR6UQRLYQG4P6CNWU82EYHG7FD,AOOLS8280CL0Z,Approved,Tue Apr 06 11:58:09 PDT 2021,Tue Apr 06 15:04:54 PDT 2021,Thu Apr 08 15:04:54 PDT 2021,Thu Apr 08 15:04:58 PDT 2021,,,11205,100% (1/1),100% (1/1),100% (1/1),3788,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3URFVVM166P6T87LKWAE7SWGIX7ZUV,A1ZT30BGR3266K,Approved,Tue Apr 06 11:58:02 PDT 2021,Tue Apr 06 18:46:18 PDT 2021,Thu Apr 08 18:46:18 PDT 2021,Thu Apr 08 18:46:58 PDT 2021,,,24496,100% (1/1),100% (1/1),100% (1/1),5557,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3UXUOQ9OKF43UPNHVW14G7RN1137A0,AKON4ZPGX5DYQ,Approved,Tue Apr 06 12:18:51 PDT 2021,Tue Apr 06 12:50:24 PDT 2021,Thu Apr 08 12:50:24 PDT 2021,Thu Apr 08 12:50:58 PDT 2021,,,1893,100% (1/1),100% (1/1),100% (1/1),6923,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3UXUOQ9OKF43UPNHVW14G7RN1AZ7AE,A1B6DW5NQS3TRF,Submitted,Thu Apr 08 14:28:31 PDT 2021,Thu Apr 08 17:19:49 PDT 2021,Sat Apr 10 17:19:49 PDT 2021,,,,10278,0% (0/0),0% (0/0),0% (0/0),5951,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3VZLGYJEYMHYAC1GP1L1RZVKCFOZXN,AXXA481XH6FKE,Approved,Tue Apr 06 11:58:05 PDT 2021,Tue Apr 06 22:01:23 PDT 2021,Thu Apr 08 22:01:23 PDT 2021,Thu Apr 08 22:01:58 PDT 2021,,,36198,100% (1/1),100% (1/1),100% (1/1),4956,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3WJ1OXY92BN7U3S051TAU7NICU5A84,A2HDCSPSMKB2WG,Submitted,Thu Apr 08 14:28:15 PDT 2021,Fri Apr 09 01:59:54 PDT 2021,Sun Apr 11 01:59:54 PDT 2021,,,,41499,100% (1/1),100% (1/1),0% (0/0),6477,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3WMINLGALCA966IDMD9FWTJ12LQACA,A1OBB3PWYWK9KK,Submitted,Thu Apr 08 14:28:25 PDT 2021,Thu Apr 08 15:26:18 PDT 2021,Sat Apr 10 15:26:18 PDT 2021,,,,3473,0% (0/0),0% (0/0),0% (0/0),5644,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3WT783CTPCOEPGN5SR9BR437KV1BCG,A90B6DGZNL6OY,Approved,Tue Apr 06 14:42:45 PDT 2021,Tue Apr 06 15:54:31 PDT 2021,Thu Apr 08 15:54:31 PDT 2021,Thu Apr 08 15:54:58 PDT 2021,,,4306,100% (1/1),100% (1/1),100% (1/1),7637,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3X0H8UUIT2VMK0ACK4V7TNKAGYISWI,A2TUUIV61CR0C7,Approved,Tue Apr 06 13:56:12 PDT 2021,Tue Apr 06 14:28:46 PDT 2021,Thu Apr 08 14:28:46 PDT 2021,Thu Apr 08 14:28:58 PDT 2021,,,1954,100% (1/1),100% (1/1),100% (1/1),6930,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3X73LLYYQ2L77XNIH9SLTQ0HEBXNH1,AV22FQTJNBUZT,Approved,Tue Apr 06 11:58:01 PDT 2021,Tue Apr 06 14:44:22 PDT 2021,Thu Apr 08 14:44:22 PDT 2021,Thu Apr 08 14:44:58 PDT 2021,,,9981,100% (1/1),100% (1/1),100% (1/1),2763,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3XIQGXAUMDFFQ2VA66TI0F2L2MBX7T,A49A0FF6ZXYDU,Approved,Tue Apr 06 12:11:55 PDT 2021,Tue Apr 06 14:58:41 PDT 2021,Thu Apr 08 14:58:41 PDT 2021,Thu Apr 08 14:58:58 PDT 2021,,,10006,100% (1/1),100% (1/1),100% (1/1),2415,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3XUHV3NRVL53H8HCD9WZZ90VNQB5H7,A2ZARG52ZPGMBH,Approved,Tue Apr 06 13:24:24 PDT 2021,Tue Apr 06 13:29:27 PDT 2021,Thu Apr 08 13:29:27 PDT 2021,Thu Apr 08 13:29:58 PDT 2021,,,303,100% (1/1),100% (1/1),100% (1/1),1376,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3Z7EFSHGNALL2JQ6XN1TG1UZ36YXC0,A3AGU4FBSDDVYS,Submitted,Thu Apr 08 14:28:21 PDT 2021,Fri Apr 09 15:35:02 PDT 2021,Sun Apr 11 15:35:02 PDT 2021,,,,90401,100% (1/1),100% (1/1),0% (0/0),6087,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3ZGVPD4G6UORTVSWKRK42WAEZJ0ZT4,A11W7R2O4RQSSS,Approved,Tue Apr 06 11:58:02 PDT 2021,Tue Apr 06 13:05:09 PDT 2021,Thu Apr 08 13:05:09 PDT 2021,Thu Apr 08 13:05:58 PDT 2021,,,4027,100% (1/1),100% (1/1),100% (1/1),8673,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,304SM51WA4BUWXC1PDZB697P4QZBS4,AAHC7FON67MC3,Approved,Thu Mar 18 21:58:39 PDT 2021,Thu Mar 18 22:02:30 PDT 2021,Sun Mar 21 22:02:30 PDT 2021,Sun Mar 21 22:03:15 PDT 2021,,,231,100% (1/1),100% (1/1),0% (0/0),2707,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,308XBLVESJBIVICOAOZ6GZ2TIP4RBM,A2NGQVFMEXXA7G,Approved,Fri Mar 19 02:47:11 PDT 2021,Fri Mar 19 02:54:28 PDT 2021,Mon Mar 22 02:54:28 PDT 2021,Mon Mar 22 02:55:23 PDT 2021,,,437,100% (1/1),100% (1/1),0% (0/0),3366,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,30MVJZJNHNKI91EE4ZC1N2LCK7F9J8,A1T0QDGU4D0A0V,Approved,Thu Mar 18 21:18:13 PDT 2021,Thu Mar 18 21:21:36 PDT 2021,Sun Mar 21 21:21:36 PDT 2021,Sun Mar 21 21:22:15 PDT 2021,,,203,100% (1/1),100% (1/1),0% (0/0),6251,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,30X31N5D64XPDN79JZZFBYNJM8DSAP,AESIFZEIVG1W5,Approved,Thu Mar 18 21:52:00 PDT 2021,Thu Mar 18 21:59:18 PDT 2021,Sun Mar 21 21:59:18 PDT 2021,Sun Mar 21 22:00:15 PDT 2021,,,438,100% (1/1),100% (1/1),0% (0/0),6011,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,31JLPPHS2V1AVAGV333W4LZCJ9DO3N,A3I9XLIHPPWPN1,Approved,Thu Mar 18 21:00:42 PDT 2021,Fri Mar 19 08:16:43 PDT 2021,Mon Mar 22 08:16:43 PDT 2021,Mon Mar 22 08:17:35 PDT 2021,,,40561,100% (1/1),100% (1/1),0% (0/0),5654,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,31LVTDXBL8HU8RY011O0U2YYUJ8LRT,A3F08RS1DXP8PN,Approved,Fri Mar 19 05:14:54 PDT 2021,Fri Mar 19 05:17:15 PDT 2021,Mon Mar 22 05:17:15 PDT 2021,Mon Mar 22 05:17:28 PDT 2021,,,141,100% (1/1),100% (1/1),0% (0/0),4332,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,326O153BMJ5M1B532E6CCIRA6KWDE6,A2CY1TSQ3KKP5Q,Approved,Thu Mar 18 21:00:44 PDT 2021,Sat Mar 20 11:04:27 PDT 2021,Tue Mar 23 11:04:27 PDT 2021,Tue Mar 23 11:05:02 PDT 2021,,,137023,100% (1/1),100% (1/1),0% (0/0),4230,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,32AT8R96GMG9SWL7P4G6BZZDTCSSUQ,ASC9DUCC64M3P,Approved,Fri Mar 19 06:13:13 PDT 2021,Fri Mar 19 06:21:04 PDT 2021,Mon Mar 22 06:21:04 PDT 2021,Mon Mar 22 06:21:30 PDT 2021,,,471,100% (1/1),100% (1/1),0% (0/0),8214,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,32EYX73OY1GXRHLUAFG1LPUH79HRU7,A2PJBSDDN22XIX,Approved,Thu Mar 18 21:02:39 PDT 2021,Thu Mar 18 21:05:58 PDT 2021,Sun Mar 21 21:05:58 PDT 2021,Sun Mar 21 21:06:15 PDT 2021,,,199,100% (1/1),100% (1/1),0% (0/0),9696,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,32M8BPYGAUT1T0HG0NXB3ISZB5KIGV,A2HDCSPSMKB2WG,Approved,Thu Mar 18 21:08:03 PDT 2021,Thu Mar 18 21:59:07 PDT 2021,Sun Mar 21 21:59:07 PDT 2021,Sun Mar 21 21:59:15 PDT 2021,,,3064,100% (1/1),100% (1/1),0% (0/0),2701,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,32SCWG5HIIBRDTFE15E90OGM35J6P0,A2P93KBD3WXXTW,Approved,Thu Mar 18 22:21:10 PDT 2021,Thu Mar 18 23:05:06 PDT 2021,Sun Mar 21 23:05:06 PDT 2021,Sun Mar 21 23:05:16 PDT 2021,,,2636,100% (1/1),100% (1/1),0% (0/0),6594,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,32Z9ZLUT1MRPPINUIOSY8F0M2EWOHV,ABNR8ID5Q3CYA,Approved,Thu Mar 18 21:11:16 PDT 2021,Thu Mar 18 21:14:38 PDT 2021,Sun Mar 21 21:14:38 PDT 2021,Sun Mar 21 21:15:15 PDT 2021,,,202,100% (1/1),100% (1/1),0% (0/0),5748,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,3300DTYQT3OGQK9870CWCHY9PZREQI,A2PWE9TKEM99BA,Approved,Thu Mar 18 22:00:09 PDT 2021,Thu Mar 18 22:05:45 PDT 2021,Sun Mar 21 22:05:45 PDT 2021,Sun Mar 21 22:06:16 PDT 2021,,,336,100% (1/1),100% (1/1),0% (0/0),2818,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,336KAV9KYRZX46OE5QYPN2SMR5TY2E,A1G4DA61N4XPLL,Approved,Fri Mar 19 00:25:20 PDT 2021,Fri Mar 19 00:39:57 PDT 2021,Mon Mar 22 00:39:57 PDT 2021,Mon Mar 22 00:40:19 PDT 2021,,,877,100% (1/1),100% (1/1),0% (0/0),7781,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,33CID5710502PPDYQBN4C4VIO5EL3B,ACY3ZOOZMVS7Y,Approved,Fri Mar 19 03:27:27 PDT 2021,Fri Mar 19 04:03:02 PDT 2021,Mon Mar 22 04:03:02 PDT 2021,Mon Mar 22 04:03:28 PDT 2021,,,2135,100% (1/1),100% (1/1),0% (0/0),2655,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,33IZTU6J828190F2U9RTV6YHNTHXST,A3I55L67X0MWC4,Approved,Thu Mar 18 21:05:52 PDT 2021,Thu Mar 18 21:08:55 PDT 2021,Sun Mar 21 21:08:55 PDT 2021,Sun Mar 21 21:09:15 PDT 2021,,,183,100% (1/1),100% (1/1),0% (0/0),3657,,
3A520CCNWN7MHK5YS1A8XXOH0ZIAEL,3TTNVROHECEIRR0AZAB5BHYCV2UT2D,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Thu Mar 18 21:00:34 PDT 2021,100,BatchId:4374018;OriginalHitTemplateId:920937340;,604800,259200,Fri Mar 26 21:00:34 PDT 2021,,,33IZTU6J828190F2U9RTV6YHNUWXSA,A146MSML39KY98,Approved,Fri Mar 19 04:48:50 PDT 2021,Fri Mar 19 04:57:02 PDT 2021,Mon Mar 22 04:57:02 PDT 2021,Mon Mar 22 04:57:28 PDT 2021,,,492,100% (1/1),100% (1/1),0% (0/0),5367,,
